provincia,id_provincia,nombres_provincia,cadena,valor,id_cadena
Corrientes,18.0,Corrientes,peras y manzanas,0.0,21.0
Corrientes,18.0,Corrientes,porcino,0.0,22.0
Corrientes,18.0,Corrientes,soja,0.0,23.0
Corrientes,18.0,Corrientes,sorgo,0.0,24.0
Corrientes,18.0,Corrientes,tabaco,1.0,25.0
Corrientes,18.0,Corrientes,té,6.0,26.0
Corrientes,18.0,Corrientes,tomate,0.0,27.0
Corrientes,18.0,Corrientes,trigo,0.0,28.0
Corrientes,18.0,Corrientes,uva,0.0,29.0
Corrientes,18.0,Corrientes,yerba mate,14.0,30.0
Corrientes,18.0,Corrientes,girasol,0.0,31.0
Misiones,54.0,Misiones,ajo,0.0,1.0
Misiones,54.0,Misiones,algodón,0.0,2.0
Misiones,54.0,Misiones,arroz,0.0,3.0
Misiones,54.0,Misiones,avícola,0.0,4.0
Misiones,54.0,Misiones,berries,0.0,5.0
Misiones,54.0,Misiones,bovina,0.0,6.0
Misiones,54.0,Misiones,caña de azucar,0.0,7.0
Misiones,54.0,Misiones,caprino,0.0,8.0
Misiones,54.0,Misiones,cebada,0.0,9.0
Misiones,54.0,Misiones,cítricos,6.0,10.0
Misiones,54.0,Misiones,colza,0.0,11.0
Misiones,54.0,Misiones,forestal,33.0,12.0
Misiones,54.0,Misiones,láctea,0.0,13.0
Misiones,54.0,Misiones,limón,1.0,14.0
Misiones,54.0,Misiones,maíz,0.0,15.0
Misiones,54.0,Misiones,mani,0.0,16.0
Misiones,54.0,Misiones,miel,0.0,17.0
Misiones,54.0,Misiones,olivo,0.0,18.0
Misiones,54.0,Misiones,ovino,0.0,19.0
Misiones,54.0,Misiones,papa,0.0,20.0
Misiones,54.0,Misiones,peras y manzanas,0.0,21.0
Misiones,54.0,Misiones,porcino,0.0,22.0
Misiones,54.0,Misiones,soja,0.0,23.0
Misiones,54.0,Misiones,sorgo,0.0,24.0
Misiones,54.0,Misiones,tabaco,20.0,25.0
Misiones,54.0,Misiones,té,91.0,26.0
Misiones,54.0,Misiones,tomate,0.0,27.0
Misiones,54.0,Misiones,trigo,0.0,28.0
Misiones,54.0,Misiones,uva,0.0,29.0
Misiones,54.0,Misiones,yerba mate,85.0,30.0
Misiones,54.0,Misiones,girasol,0.0,31.0
Salta,66.0,Salta,ajo,0.0,1.0
Salta,66.0,Salta,algodón,3.0,2.0
Salta,66.0,Salta,arroz,0.0,3.0
Salta,66.0,Salta,avícola,1.0,4.0
Salta,66.0,Salta,berries,0.0,5.0
Salta,66.0,Salta,bovina,2.0,6.0
Salta,66.0,Salta,caña de azucar,10.0,7.0
Salta,66.0,Salta,caprino,2.0,8.0
Salta,66.0,Salta,cebada,0.0,9.0
Salta,66.0,Salta,cítricos,7.0,10.0
Salta,66.0,Salta,colza,0.0,11.0
Salta,66.0,Salta,forestal,0.0,12.0
Salta,66.0,Salta,láctea,0.0,13.0
Salta,66.0,Salta,limón,12.0,14.0
Salta,66.0,Salta,maíz,3.0,15.0
Salta,66.0,Salta,mani,0.0,16.0
Salta,66.0,Salta,miel,3.0,17.0
Salta,66.0,Salta,olivo,0.0,18.0
Salta,66.0,Salta,ovino,1.0,19.0
Salta,66.0,Salta,papa,1.0,20.0
Salta,66.0,Salta,peras y manzanas,0.0,21.0
Salta,66.0,Salta,porcino,1.0,22.0
Salta,66.0,Salta,soja,2.0,23.0
Salta,66.0,Salta,sorgo,0.0,24.0
Salta,66.0,Salta,tabaco,18.0,25.0
Salta,66.0,Salta,té,0.0,26.0
Salta,66.0,Salta,tomate,4.0,27.0
Salta,66.0,Salta,trigo,1.0,28.0
Salta,66.0,Salta,uva,1.0,29.0
Salta,66.0,Salta,yerba mate,0.0,30.0
Salta,66.0,Salta,girasol,0.0,31.0
Córdoba,14.0,Cordoba,ajo,2.0,1.0
Córdoba,14.0,Cordoba,algodón,1.0,2.0
Córdoba,14.0,Cordoba,arroz,0.0,3.0
Córdoba,14.0,Cordoba,avícola,4.0,4.0
Córdoba,14.0,Cordoba,berries,0.0,5.0
Córdoba,14.0,Cordoba,bovina,9.0,6.0
Córdoba,14.0,Cordoba,caña de azucar,0.0,7.0
Córdoba,14.0,Cordoba,caprino,36.0,8.0
Córdoba,14.0,Cordoba,cebada,0.0,9.0
Córdoba,14.0,Cordoba,cítricos,0.0,10.0
Córdoba,14.0,Cordoba,colza,1.0,11.0
Córdoba,14.0,Cordoba,forestal,1.0,12.0
Córdoba,14.0,Cordoba,láctea,30.0,13.0
Córdoba,14.0,Cordoba,limón,0.0,14.0
Córdoba,14.0,Cordoba,maíz,33.0,15.0
Córdoba,14.0,Cordoba,mani,83.0,16.0
Córdoba,14.0,Cordoba,miel,28.0,17.0
Córdoba,14.0,Cordoba,olivo,10.0,18.0
Córdoba,14.0,Cordoba,ovino,2.0,19.0
Córdoba,14.0,Cordoba,papa,42.0,20.0
Córdoba,14.0,Cordoba,peras y manzanas,0.0,21.0
Córdoba,14.0,Cordoba,porcino,15.0,22.0
Córdoba,14.0,Cordoba,soja,24.0,23.0
Córdoba,14.0,Cordoba,sorgo,14.0,24.0
Córdoba,14.0,Cordoba,tabaco,0.0,25.0
Córdoba,14.0,Cordoba,té,0.0,26.0
Córdoba,14.0,Cordoba,tomate,2.0,27.0
Córdoba,14.0,Cordoba,trigo,21.0,28.0
Córdoba,14.0,Cordoba,uva,0.0,29.0
Córdoba,14.0,Cordoba,yerba mate,0.0,30.0
Córdoba,14.0,Cordoba,girasol,3.0,31.0
Buenos Aires,6.0,Buenos Aires,ajo,3.0,1.0
Buenos Aires,6.0,Buenos Aires,algodón,5.0,2.0
Buenos Aires,6.0,Buenos Aires,arroz,5.0,3.0
Buenos Aires,6.0,Buenos Aires,avícola,40.0,4.0
Buenos Aires,6.0,Buenos Aires,berries,30.0,5.0
Buenos Aires,6.0,Buenos Aires,bovina,43.0,6.0
Buenos Aires,6.0,Buenos Aires,caña de azucar,1.0,7.0
Buenos Aires,6.0,Buenos Aires,caprino,0.0,8.0
Buenos Aires,6.0,Buenos Aires,cebada,51.0,9.0
Buenos Aires,6.0,Buenos Aires,cítricos,3.0,10.0
Buenos Aires,6.0,Buenos Aires,colza,73.0,11.0
Buenos Aires,6.0,Buenos Aires,forestal,18.0,12.0
Buenos Aires,6.0,Buenos Aires,láctea,33.0,13.0
Buenos Aires,6.0,Buenos Aires,limón,2.0,14.0
Buenos Aires,6.0,Buenos Aires,maíz,31.0,15.0
Buenos Aires,6.0,Buenos Aires,mani,6.0,16.0
Buenos Aires,6.0,Buenos Aires,miel,31.0,17.0
Buenos Aires,6.0,Buenos Aires,olivo,7.0,18.0
Buenos Aires,6.0,Buenos Aires,ovino,14.0,19.0
Buenos Aires,6.0,Buenos Aires,papa,43.0,20.0
Buenos Aires,6.0,Buenos Aires,peras y manzanas,1.0,21.0
Buenos Aires,6.0,Buenos Aires,porcino,53.0,22.0
Buenos Aires,6.0,Buenos Aires,soja,28.0,23.0
Buenos Aires,6.0,Buenos Aires,sorgo,21.0,24.0
Buenos Aires,6.0,Buenos Aires,tabaco,31.0,25.0
Buenos Aires,6.0,Buenos Aires,té,3.0,26.0
Buenos Aires,6.0,Buenos Aires,tomate,5.0,27.0
Buenos Aires,6.0,Buenos Aires,trigo,48.0,28.0
Buenos Aires,6.0,Buenos Aires,uva,2.0,29.0
Buenos Aires,6.0,Buenos Aires,yerba mate,1.0,30.0
Buenos Aires,6.0,Buenos Aires,girasol,60.0,31.0
La Pampa,42.0,La Pampa,ajo,0.0,1.0
La Pampa,42.0,La Pampa,algodón,0.0,2.0
La Pampa,42.0,La Pampa,arroz,0.0,3.0
La Pampa,42.0,La Pampa,avícola,0.0,4.0
La Pampa,42.0,La Pampa,berries,0.0,5.0
La Pampa,42.0,La Pampa,bovina,5.0,6.0
La Pampa,42.0,La Pampa,caña de azucar,0.0,7.0
La Pampa,42.0,La Pampa,caprino,0.0,8.0
La Pampa,42.0,La Pampa,cebada,1.0,9.0
La Pampa,42.0,La Pampa,cítricos,0.0,10.0
La Pampa,42.0,La Pampa,colza,2.0,11.0
La Pampa,42.0,La Pampa,forestal,0.0,12.0
La Pampa,42.0,La Pampa,láctea,1.0,13.0
La Pampa,42.0,La Pampa,limón,0.0,14.0
La Pampa,42.0,La Pampa,maíz,3.0,15.0
La Pampa,42.0,La Pampa,mani,3.0,16.0
La Pampa,42.0,La Pampa,miel,3.0,17.0
La Pampa,42.0,La Pampa,olivo,0.0,18.0
La Pampa,42.0,La Pampa,ovino,2.0,19.0
La Pampa,42.0,La Pampa,papa,0.0,20.0
La Pampa,42.0,La Pampa,peras y manzanas,0.0,21.0
La Pampa,42.0,La Pampa,porcino,1.0,22.0
La Pampa,42.0,La Pampa,soja,3.0,23.0
La Pampa,42.0,La Pampa,sorgo,4.0,24.0
La Pampa,42.0,La Pampa,tabaco,0.0,25.0
La Pampa,42.0,La Pampa,té,0.0,26.0
La Pampa,42.0,La Pampa,tomate,0.0,27.0
La Pampa,42.0,La Pampa,trigo,3.0,28.0
La Pampa,42.0,La Pampa,uva,0.0,29.0
La Pampa,42.0,La Pampa,yerba mate,0.0,30.0
La Pampa,42.0,La Pampa,girasol,11.0,31.0
La Rioja,46.0,La Rioja,ajo,0.0,1.0
La Rioja,46.0,La Rioja,algodón,0.0,2.0
La Rioja,46.0,La Rioja,arroz,0.0,3.0
La Rioja,46.0,La Rioja,avícola,0.0,4.0
La Rioja,46.0,La Rioja,berries,0.0,5.0
La Rioja,46.0,La Rioja,bovina,0.0,6.0
La Rioja,46.0,La Rioja,caña de azucar,0.0,7.0
La Rioja,46.0,La Rioja,caprino,2.0,8.0
La Rioja,46.0,La Rioja,cebada,0.0,9.0
La Rioja,46.0,La Rioja,cítricos,0.0,10.0
La Rioja,46.0,La Rioja,colza,0.0,11.0
La Rioja,46.0,La Rioja,forestal,0.0,12.0
La Rioja,46.0,La Rioja,láctea,0.0,13.0
La Rioja,46.0,La Rioja,limón,0.0,14.0
La Rioja,46.0,La Rioja,maíz,0.0,15.0
La Rioja,46.0,La Rioja,mani,0.0,16.0
La Rioja,46.0,La Rioja,miel,0.0,17.0
La Rioja,46.0,La Rioja,olivo,25.0,18.0
La Rioja,46.0,La Rioja,ovino,0.0,19.0
La Rioja,46.0,La Rioja,papa,0.0,20.0
La Rioja,46.0,La Rioja,peras y manzanas,0.0,21.0
La Rioja,46.0,La Rioja,porcino,0.0,22.0
La Rioja,46.0,La Rioja,soja,0.0,23.0
La Rioja,46.0,La Rioja,sorgo,0.0,24.0
La Rioja,46.0,La Rioja,tabaco,0.0,25.0
La Rioja,46.0,La Rioja,té,0.0,26.0
La Rioja,46.0,La Rioja,tomate,5.0,27.0
La Rioja,46.0,La Rioja,trigo,0.0,28.0
La Rioja,46.0,La Rioja,uva,3.0,29.0
La Rioja,46.0,La Rioja,yerba mate,0.0,30.0
La Rioja,46.0,La Rioja,girasol,0.0,31.0
Catamarca,10.0,Catamarca,ajo,0.0,1.0
Catamarca,10.0,Catamarca,algodón,0.0,2.0
Catamarca,10.0,Catamarca,arroz,0.0,3.0
Catamarca,10.0,Catamarca,avícola,0.0,4.0
Catamarca,10.0,Catamarca,berries,0.0,5.0
Catamarca,10.0,Catamarca,bovina,1.0,6.0
Catamarca,10.0,Catamarca,caña de azucar,0.0,7.0
Catamarca,10.0,Catamarca,caprino,2.0,8.0
Catamarca,10.0,Catamarca,cebada,0.0,9.0
Catamarca,10.0,Catamarca,cítricos,1.0,10.0
Catamarca,10.0,Catamarca,colza,0.0,11.0
Catamarca,10.0,Catamarca,forestal,1.0,12.0
Catamarca,10.0,Catamarca,láctea,0.0,13.0
Catamarca,10.0,Catamarca,limón,0.0,14.0
Catamarca,10.0,Catamarca,maíz,0.0,15.0
Catamarca,10.0,Catamarca,mani,0.0,16.0
Catamarca,10.0,Catamarca,miel,1.0,17.0
Catamarca,10.0,Catamarca,olivo,10.0,18.0
Catamarca,10.0,Catamarca,ovino,0.0,19.0
Catamarca,10.0,Catamarca,papa,0.0,20.0
Catamarca,10.0,Catamarca,peras y manzanas,0.0,21.0
Catamarca,10.0,Catamarca,porcino,0.0,22.0
Catamarca,10.0,Catamarca,soja,0.0,23.0
Catamarca,10.0,Catamarca,sorgo,0.0,24.0
Catamarca,10.0,Catamarca,tabaco,1.0,25.0
Catamarca,10.0,Catamarca,té,0.0,26.0
Catamarca,10.0,Catamarca,tomate,1.0,27.0
Catamarca,10.0,Catamarca,trigo,0.0,28.0
Catamarca,10.0,Catamarca,uva,0.0,29.0
Catamarca,10.0,Catamarca,yerba mate,0.0,30.0
Catamarca,10.0,Catamarca,girasol,0.0,31.0
Tucumán,90.0,Tucuman,ajo,0.0,1.0
Tucumán,90.0,Tucuman,algodón,0.0,2.0
Tucumán,90.0,Tucuman,arroz,0.0,3.0
Tucumán,90.0,Tucuman,avícola,1.0,4.0
Tucumán,90.0,Tucuman,berries,38.0,5.0
Tucumán,90.0,Tucuman,bovina,1.0,6.0
Tucumán,90.0,Tucuman,caña de azucar,70.0,7.0
Tucumán,90.0,Tucuman,caprino,0.0,8.0
Tucumán,90.0,Tucuman,cebada,0.0,9.0
Tucumán,90.0,Tucuman,cítricos,2.0,10.0
Tucumán,90.0,Tucuman,colza,0.0,11.0
Tucumán,90.0,Tucuman,forestal,2.0,12.0
Tucumán,90.0,Tucuman,láctea,0.0,13.0
Tucumán,90.0,Tucuman,limón,76.0,14.0
Tucumán,90.0,Tucuman,maíz,1.0,15.0
Tucumán,90.0,Tucuman,mani,0.0,16.0
Tucumán,90.0,Tucuman,miel,0.0,17.0
Tucumán,90.0,Tucuman,olivo,0.0,18.0
Tucumán,90.0,Tucuman,ovino,0.0,19.0
Tucumán,90.0,Tucuman,papa,6.0,20.0
Tucumán,90.0,Tucuman,peras y manzanas,0.0,21.0
Tucumán,90.0,Tucuman,porcino,0.0,22.0
Tucumán,90.0,Tucuman,soja,1.0,23.0
Tucumán,90.0,Tucuman,sorgo,0.0,24.0
Tucumán,90.0,Tucuman,tabaco,5.0,25.0
Tucumán,90.0,Tucuman,té,0.0,26.0
Tucumán,90.0,Tucuman,tomate,2.0,27.0
Tucumán,90.0,Tucuman,trigo,2.0,28.0
Tucumán,90.0,Tucuman,uva,0.0,29.0
Tucumán,90.0,Tucuman,yerba mate,0.0,30.0
Tucumán,90.0,Tucuman,girasol,0.0,31.0
Chaco,22.0,Chaco,ajo,0.0,1.0
Chaco,22.0,Chaco,algodón,44.0,2.0
Chaco,22.0,Chaco,arroz,1.0,3.0
Chaco,22.0,Chaco,avícola,0.0,4.0
Chaco,22.0,Chaco,berries,1.0,5.0
Chaco,22.0,Chaco,bovina,3.0,6.0
Chaco,22.0,Chaco,caña de azucar,0.0,7.0
Chaco,22.0,Chaco,caprino,2.0,8.0
Chaco,22.0,Chaco,cebada,0.0,9.0
Chaco,22.0,Chaco,cítricos,1.0,10.0
Chaco,22.0,Chaco,colza,0.0,11.0
Chaco,22.0,Chaco,forestal,6.0,12.0
Chaco,22.0,Chaco,láctea,0.0,13.0
Chaco,22.0,Chaco,limón,0.0,14.0
Chaco,22.0,Chaco,maíz,3.0,15.0
Chaco,22.0,Chaco,mani,0.0,16.0
Chaco,22.0,Chaco,miel,2.0,17.0
Chaco,22.0,Chaco,olivo,0.0,18.0
Chaco,22.0,Chaco,ovino,1.0,19.0
Chaco,22.0,Chaco,papa,0.0,20.0
Chaco,22.0,Chaco,peras y manzanas,0.0,21.0
Chaco,22.0,Chaco,porcino,1.0,22.0
Chaco,22.0,Chaco,soja,2.0,23.0
Chaco,22.0,Chaco,sorgo,10.0,24.0
Chaco,22.0,Chaco,tabaco,0.0,25.0
Chaco,22.0,Chaco,té,0.0,26.0
Chaco,22.0,Chaco,tomate,0.0,27.0
Chaco,22.0,Chaco,trigo,1.0,28.0
Chaco,22.0,Chaco,uva,0.0,29.0
Chaco,22.0,Chaco,yerba mate,0.0,30.0
Chaco,22.0,Chaco,girasol,17.0,31.0
Formosa,34.0,Formosa,ajo,0.0,1.0
Formosa,34.0,Formosa,algodón,3.0,2.0
Formosa,34.0,Formosa,arroz,1.0,3.0
Formosa,34.0,Formosa,avícola,0.0,4.0
Formosa,34.0,Formosa,berries,0.0,5.0
Formosa,34.0,Formosa,bovina,2.0,6.0
Formosa,34.0,Formosa,caña de azucar,0.0,7.0
Formosa,34.0,Formosa,caprino,1.0,8.0
Formosa,34.0,Formosa,cebada,0.0,9.0
Formosa,34.0,Formosa,cítricos,2.0,10.0
Formosa,34.0,Formosa,colza,0.0,11.0
Formosa,34.0,Formosa,forestal,0.0,12.0
Formosa,34.0,Formosa,láctea,0.0,13.0
Formosa,34.0,Formosa,limón,0.0,14.0
Formosa,34.0,Formosa,maíz,1.0,15.0
Formosa,34.0,Formosa,mani,0.0,16.0
Formosa,34.0,Formosa,miel,0.0,17.0
Formosa,34.0,Formosa,olivo,0.0,18.0
Formosa,34.0,Formosa,ovino,1.0,19.0
Formosa,34.0,Formosa,papa,0.0,20.0
Formosa,34.0,Formosa,peras y manzanas,0.0,21.0
Formosa,34.0,Formosa,porcino,1.0,22.0
Formosa,34.0,Formosa,soja,0.0,23.0
Formosa,34.0,Formosa,sorgo,5.0,24.0
Formosa,34.0,Formosa,tabaco,0.0,25.0
Formosa,34.0,Formosa,té,0.0,26.0
Formosa,34.0,Formosa,tomate,0.0,27.0
Formosa,34.0,Formosa,trigo,0.0,28.0
Formosa,34.0,Formosa,uva,0.0,29.0
Formosa,34.0,Formosa,yerba mate,0.0,30.0
Formosa,34.0,Formosa,girasol,0.0,31.0
Santa Cruz,78.0,Santa Cruz,ajo,1.0,1.0
Santa Cruz,78.0,Santa Cruz,algodón,0.0,2.0
Santa Cruz,78.0,Santa Cruz,arroz,0.0,3.0
Santa Cruz,78.0,Santa Cruz,avícola,0.0,4.0
Santa Cruz,78.0,Santa Cruz,berries,0.0,5.0
Santa Cruz,78.0,Santa Cruz,bovina,0.0,6.0
Santa Cruz,78.0,Santa Cruz,caña de azucar,0.0,7.0
Santa Cruz,78.0,Santa Cruz,caprino,0.0,8.0
Santa Cruz,78.0,Santa Cruz,cebada,0.0,9.0
Santa Cruz,78.0,Santa Cruz,cítricos,0.0,10.0
Santa Cruz,78.0,Santa Cruz,colza,0.0,11.0
Santa Cruz,78.0,Santa Cruz,forestal,0.0,12.0
Santa Cruz,78.0,Santa Cruz,láctea,0.0,13.0
Santa Cruz,78.0,Santa Cruz,limón,0.0,14.0
Santa Cruz,78.0,Santa Cruz,maíz,0.0,15.0
Santa Cruz,78.0,Santa Cruz,mani,0.0,16.0
Santa Cruz,78.0,Santa Cruz,miel,0.0,17.0
Santa Cruz,78.0,Santa Cruz,olivo,0.0,18.0
Santa Cruz,78.0,Santa Cruz,ovino,23.0,19.0
Santa Cruz,78.0,Santa Cruz,papa,0.0,20.0
Santa Cruz,78.0,Santa Cruz,peras y manzanas,0.0,21.0
Santa Cruz,78.0,Santa Cruz,porcino,0.0,22.0
Santa Cruz,78.0,Santa Cruz,soja,0.0,23.0
Santa Cruz,78.0,Santa Cruz,sorgo,0.0,24.0
Santa Cruz,78.0,Santa Cruz,tabaco,0.0,25.0
Santa Cruz,78.0,Santa Cruz,té,0.0,26.0
Santa Cruz,78.0,Santa Cruz,tomate,0.0,27.0
Santa Cruz,78.0,Santa Cruz,trigo,0.0,28.0
Santa Cruz,78.0,Santa Cruz,uva,0.0,29.0
Santa Cruz,78.0,Santa Cruz,yerba mate,0.0,30.0
Santa Cruz,78.0,Santa Cruz,girasol,0.0,31.0
Tierra Del Fuego,94.0,Tierra Del Fuego,ajo,0.0,1.0
Tierra Del Fuego,94.0,Tierra Del Fuego,algodón,0.0,2.0
Tierra Del Fuego,94.0,Tierra Del Fuego,arroz,0.0,3.0
Tierra Del Fuego,94.0,Tierra Del Fuego,avícola,0.0,4.0
Tierra Del Fuego,94.0,Tierra Del Fuego,berries,0.0,5.0
Tierra Del Fuego,94.0,Tierra Del Fuego,bovina,0.0,6.0
Tierra Del Fuego,94.0,Tierra Del Fuego,caña de azucar,0.0,7.0
Tierra Del Fuego,94.0,Tierra Del Fuego,caprino,0.0,8.0
Tierra Del Fuego,94.0,Tierra Del Fuego,cebada,0.0,9.0
Tierra Del Fuego,94.0,Tierra Del Fuego,cítricos,0.0,10.0
Tierra Del Fuego,94.0,Tierra Del Fuego,colza,0.0,11.0
Tierra Del Fuego,94.0,Tierra Del Fuego,forestal,0.0,12.0
Tierra Del Fuego,94.0,Tierra Del Fuego,láctea,0.0,13.0
Tierra Del Fuego,94.0,Tierra Del Fuego,limón,0.0,14.0
Tierra Del Fuego,94.0,Tierra Del Fuego,maíz,0.0,15.0
Tierra Del Fuego,94.0,Tierra Del Fuego,mani,0.0,16.0
Tierra Del Fuego,94.0,Tierra Del Fuego,miel,0.0,17.0
Tierra Del Fuego,94.0,Tierra Del Fuego,olivo,0.0,18.0
Tierra Del Fuego,94.0,Tierra Del Fuego,ovino,3.0,19.0
Tierra Del Fuego,94.0,Tierra Del Fuego,papa,0.0,20.0
Tierra Del Fuego,94.0,Tierra Del Fuego,peras y manzanas,0.0,21.0
Tierra Del Fuego,94.0,Tierra Del Fuego,porcino,0.0,22.0
Tierra Del Fuego,94.0,Tierra Del Fuego,soja,0.0,23.0
Tierra Del Fuego,94.0,Tierra Del Fuego,sorgo,0.0,24.0
Tierra Del Fuego,94.0,Tierra Del Fuego,tabaco,0.0,25.0
Tierra Del Fuego,94.0,Tierra Del Fuego,té,0.0,26.0
Tierra Del Fuego,94.0,Tierra Del Fuego,tomate,0.0,27.0
Tierra Del Fuego,94.0,Tierra Del Fuego,trigo,0.0,28.0
Tierra Del Fuego,94.0,Tierra Del Fuego,uva,0.0,29.0
Tierra Del Fuego,94.0,Tierra Del Fuego,yerba mate,0.0,30.0
Tierra Del Fuego,94.0,Tierra Del Fuego,girasol,0.0,31.0